"","subject_race","search_conducted","contraband_found","outcome","arrest_made","use_of_force_description"
"12901","hispanic","TRUE","FALSE",NA,"FALSE",NA
"12902","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12903","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12904","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12905","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12906","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12907","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12908","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12909","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12910","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12911","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"12912","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12913","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12914","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12915","hispanic","TRUE","FALSE","arrest","TRUE","handcuffed"
"12916","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12917","hispanic","TRUE","FALSE",NA,"FALSE","handcuffed"
"12918","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12919","white","TRUE","FALSE","citation","FALSE","handcuffed"
"12920","hispanic","TRUE","FALSE","citation","FALSE",NA
"12921","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"12922","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12923","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12924","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12925","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12926","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12927","other/unknown","TRUE","TRUE","citation","FALSE",NA
"12928","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12929","hispanic","TRUE","FALSE",NA,"FALSE",NA
"12930","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12931","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12932","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12933","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12934","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12935","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12936","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12937","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12938","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12939","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12940","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12941","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12942","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12943","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12944","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12945","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12946","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12947","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12948","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12949","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12950","other/unknown",NA,NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12951","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12952","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12953","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12954","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12955","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12956","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12957","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12958","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12959","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12960","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12961","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12962","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12963","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12964","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12965","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12966","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12967","white","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"12968","black","TRUE","FALSE","citation","FALSE",NA
"12969","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12970","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12971","white","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"12972","other/unknown","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"12973","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12974","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12975","hispanic","FALSE",NA,NA,"FALSE",NA
"12976","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12977","hispanic","TRUE","FALSE","citation","FALSE",NA
"12978","black","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"12979","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12980","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12981","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12982","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12983","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12984","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12985","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12986","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"12987","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12988","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12989","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12990","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12991","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12992","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"12993","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12994","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12995","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12996","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12997","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12998","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"12999","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13000","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13001","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13002","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13003","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13004","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13005","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13006","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13007","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13008","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13009","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13010","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13011","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13012","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"13013","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13014","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13015","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13016","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13017","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13018","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13019","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13020","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13021","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13022","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13023","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13024","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13025","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13026","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13027","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13028","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13029","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13030","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13031","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13032","hispanic","TRUE","TRUE","citation","FALSE","handcuffed"
"13033","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13034","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13035","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13036","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13037","white","FALSE",NA,NA,"FALSE",NA
"13038","other/unknown","TRUE","FALSE","citation","FALSE","handcuffed"
"13039","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13040","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13041","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13042","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13043","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13044","hispanic","TRUE","FALSE","arrest","TRUE","no curb, no handcuff, no police vehicle"
"13045","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13046","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13047","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13048","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13049","black","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"13050","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13051","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"13052","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13053","hispanic","TRUE","FALSE","citation","FALSE",NA
"13054","hispanic","TRUE","FALSE","citation","FALSE",NA
"13055","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13056","hispanic","TRUE","TRUE","citation","FALSE",NA
"13057","hispanic","TRUE","TRUE","citation","FALSE",NA
"13058","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13059","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13060","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13061","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13062","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13063","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13064","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13065","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13066","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13067","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13068","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13069","other/unknown",NA,NA,"citation","FALSE",NA
"13070","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13071","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13072","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13073","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13074","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13075","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13076","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13077","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13078","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13079","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13080","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13081","other/unknown",NA,NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13082","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13083","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13084","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13085","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13086","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13087","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13088","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13089","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13090","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13091","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"13092","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"13093","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
